-60 	-60 	60 	1 	0 	0 	1 	-45 	0.399984 	1.183363 	2 	1 	0.634311 	
-59 	-59 	60 	0 	0 	1 	0 	45 	0.566609 	0.783159 	1 	1 	0.569383 	
-58 	-58 	60 	0 	0 	1 	1 	-45 	0.733279 	0.733309 	1 	0 	0.616594 	
-57 	-57 	60 	1 	0 	0 	1 	-45 	0.433232 	1.066387 	0 	0 	1 	
-56 	-56 	60 	0 	1 	0 	0 	45 	0.616431 	1.466729 	1 	1 	0.555498 	
-55 	-55 	60 	1 	1 	1 	1 	-45 	0.583446 	0.749878 	2 	1 	0.527146 	
-54 	-54 	60 	1 	0 	0 	1 	-45 	0.566928 	1.483170 	2 	1 	0.512798 	
-53 	-53 	60 	0 	1 	0 	1 	-45 	0.683214 	0.916462 	2 	1 	0.594705 	
-52 	-52 	60 	1 	0 	0 	1 	-45 	0.666704 	1.049951 	2 	1 	0.431025 	
-51 	-51 	60 	0 	1 	0 	1 	-45 	0.500071 	1.383161 	2 	1 	0.499054 	
-50 	-50 	60 	1 	1 	1 	0 	45 	0.616864 	0.500115 	1 	1 	0.765360 	
-49 	-49 	60 	0 	1 	0 	0 	45 	0.400150 	0.949754 	0 	0 	1 	
-48 	-48 	60 	1 	1 	1 	0 	45 	0.716554 	1.533203 	1 	1 	0.843664 	
-47 	-47 	60 	0 	0 	1 	1 	-45 	0.699885 	1.016564 	1 	0 	0.755419 	
-46 	-46 	60 	0 	1 	0 	1 	-45 	0.583253 	0.716774 	1 	0 	0.730081 	
-45 	-45 	60 	0 	0 	1 	1 	-45 	0.700090 	1.016791 	2 	1 	0.833115 	
-44 	-44 	60 	1 	0 	0 	0 	45 	0.550007 	0.816410 	1 	1 	0.425409 	
-43 	-43 	60 	1 	1 	1 	1 	-45 	0.649936 	1.166763 	2 	1 	0.555647 	
-42 	-42 	60 	1 	1 	1 	0 	45 	0.666761 	1.349672 	2 	0 	0.599803 	
-41 	-41 	60 	0 	1 	0 	1 	-45 	0.683222 	0.916419 	1 	0 	0.813478 	
-40 	-40 	60 	1 	0 	0 	1 	-45 	0.733222 	0.516783 	1 	0 	0.807759 	
-39 	-39 	60 	0 	0 	1 	1 	-45 	0.433267 	1.499819 	2 	1 	0.881514 	
-38 	-38 	60 	1 	1 	1 	1 	-45 	0.649911 	1.166640 	2 	1 	0.422197 	
